1.096637011,22.1737175,-0.007170455,5.483108521,-0.422691703,196.9172974,0
1.096512794,22.17121315,-0.007364342,5.479900837,-0.431349874,196.9172668,0
1.096501589,22.17119789,-0.007558229,5.476692677,-0.440008044,196.9172516,0
1.096490264,22.17118454,-0.007554133,5.473484993,-0.448666215,196.9172211,0
1.096479058,22.17116928,-0.007550037,5.475265503,-0.438162684,196.9250183,0
1.09648788,22.16891098,-0.007545942,5.477046013,-0.427659154,196.9328156,0
1.096496701,22.16665077,-0.007541846,5.478826523,-0.417155623,196.9406128,0
1.096505523,22.16439247,-0.007524013,5.476846695,-0.422241092,196.941803,0
1.096542835,22.16427612,-0.00750618,5.47486639,-0.42732656,196.9429932,0
1.096580267,22.16415787,-0.007488348,5.472886562,-0.432412028,196.9441833,0
1.096617579,22.16404152,-0.007437253,5.472911358,-0.436826944,196.9334259,0
1.096744895,22.17118835,-0.007386158,5.472935677,-0.44124186,196.9226837,0
1.096872211,22.17833328,-0.007335063,5.472960472,-0.445656776,196.9119263,0
1.096999526,22.18548012,-0.007541854,5.4719944,-0.439133644,196.9135284,0
1.097093701,22.18546867,-0.007748645,5.471028805,-0.432610512,196.9151154,0
1.097187877,22.18545723,-0.007955436,5.470062733,-0.426087379,196.9167175,0
1.097282052,22.18544579,-0.007762494,5.47317028,-0.42571187,196.9120178,0
1.097001314,22.18979263,-0.007569553,5.476277828,-0.425336361,196.9073029,0
1.096720576,22.19413757,-0.007665787,5.479385376,-0.424960852,196.9026031,0
1.096439838,22.19848442,-0.007762021,5.476776123,-0.431671739,196.8912659,0
1.096511483,22.20375633,-0.007858256,5.47416687,-0.438382626,196.8799133,0
1.096583128,22.20903015,-0.00795449,5.471557617,-0.445093513,196.868576,0
1.096654773,22.21430206,-0.007856705,5.471587181,-0.44649899,196.8697052,0
1.096546173,22.2096653,-0.00775892,5.471617222,-0.447904468,196.8708344,0
1.096437573,22.20502853,-0.007661135,5.471646786,-0.449309945,196.8719635,0
1.096328974,22.20039177,-0.007544057,5.472745419,-0.446976423,196.8802948,0
1.096455574,22.20230675,-0.007426978,5.473843575,-0.444642901,196.8886261,0
1.096582294,22.20421982,-0.007498188,5.474942207,-0.44230938,196.8969574,0
1.096708894,22.2061348,-0.0075694,5.475940704,-0.445270538,196.883316,0
1.096711755,22.20145416,-0.00764061,5.476939678,-0.448231697,196.8696747,0
1.096714735,22.19677353,-0.007711821,5.477938175,-0.451192856,196.8560333,0
1.096717596,22.1920929,-0.007603446,5.476841927,-0.448237062,196.8547974,0
1.096790552,22.18991089,-0.00749507,5.475745678,-0.445281267,196.8535614,0
1.096863627,22.18772888,-0.007386695,5.474649429,-0.442325473,196.8523254,0
1.096936584,22.18554688,-0.007410721,5.473501205,-0.440582037,196.8581696,0
1.096838117,22.18309593,-0.007434748,5.472352505,-0.438838601,196.8639984,0
1.096739769,22.1806469,-0.007458775,5.471204281,-0.437095165,196.8698425,0
1.096641302,22.17819595,-0.007608277,5.470108032,-0.428833961,196.8592224,0
1.096713185,22.17352867,-0.007757779,5.469011784,-0.420572758,196.8486176,0
1.096785069,22.1688633,-0.007907281,5.467915535,-0.412311554,196.8379974,0
1.096856952,22.16419601,-0.007691054,5.466664791,-0.41958034,196.8403778,0
1.096913934,22.16462898,-0.007474827,5.46541357,-0.426849127,196.8427734,0
1.096970916,22.16506195,-0.007584749,5.464162827,-0.434117913,196.8451538,0
1.097027898,22.16549492,-0.00769467,5.466572285,-0.434595346,196.8361816,0
1.096873283,22.16537857,-0.007804592,5.46898222,-0.43507278,196.8272247,0
1.096718788,22.16526222,-0.007914514,5.471391678,-0.435550213,196.8182526,0
1.096564174,22.16514587,-0.007908328,5.471405029,-0.430121422,196.8151398,0
1.096637607,22.16713142,-0.007902144,5.471418381,-0.424692631,196.8120117,0
1.096711159,22.16911507,-0.007895958,5.471431732,-0.41926384,196.8088989,0
1.096784592,22.17110062,-0.007667921,5.472029686,-0.428436995,196.8172302,0
1.096735239,22.17617607,-0.007439885,5.47262764,-0.437610149,196.8255615,0
1.096685886,22.18124962,-0.007488354,5.473225594,-0.446783304,196.8338928,0
1.096636534,22.18632507,-0.007536823,5.469456673,-0.444696546,196.8341064,0
1.096548438,22.18875504,-0.007585291,5.465688229,-0.442609787,196.8343201,0
1.096460342,22.1911869,-0.00763376,5.461919308,-0.440523028,196.8345337,0
1.096372247,22.19361687,-0.007545628,5.466876507,-0.431757569,196.8232117,0
1.096667171,22.19374084,-0.007457497,5.471833229,-0.42299211,196.8118896,0
1.096962094,22.19386482,-0.007369365,5.476790428,-0.414226651,196.8005676,0
1.097257018,22.1939888,-0.007498725,5.474388599,-0.424553156,196.7986145,0
1.096836448,22.19804382,-0.007628086,5.471986771,-0.434879661,196.7966614,0
1.096415758,22.20210075,-0.007757446,5.469584942,-0.445206165,196.7947083,0
1.095995188,22.20615578,-0.007718526,5.466851711,-0.443081856,196.7945862,0
1.096078992,22.20612717,-0.007679607,5.464118004,-0.440957546,196.7944641,0
1.096162796,22.20610046,-0.007640687,5.461384773,-0.438833237,196.794342,0
1.0962466,22.20607185,-0.007769894,5.46450901,-0.430995822,196.7756195,0
1.096401334,22.20140839,-0.007899101,5.467633724,-0.423158407,196.7568817,0
1.096556187,22.19674492,-0.007947493,5.470757961,-0.415320992,196.7381592,0
1.09671092,22.19208145,-0.007995885,5.469880581,-0.427310467,196.7441254,0
1.096816778,22.19249344,-0.008044276,5.469002724,-0.439299941,196.7500916,0
1.096922755,22.19290543,-0.008092669,5.468125343,-0.451289415,196.7560577,0
1.097028613,22.19331741,-0.007964144,5.46494627,-0.445050597,196.752121,0
1.097073674,22.18861961,-0.007835618,5.461767197,-0.438811779,196.7481689,0
1.097118735,22.18392181,-0.007707093,5.458588123,-0.432572961,196.7442322,0
1.097163796,22.17922401,-0.00748615,5.463596344,-0.42769134,196.7386169,0
1.096970201,22.1764946,-0.007265206,5.468604565,-0.42280972,196.7329865,0
1.096776724,22.17376709,-0.007394407,5.473612785,-0.4179281,196.7273712,0
1.096583128,22.17103767,-0.007523608,5.471766949,-0.428222418,196.7173004,0
1.096791506,22.16856956,-0.007652809,5.469921589,-0.438516736,196.7072296,0
1.097000003,22.16610336,-0.007782009,5.468075752,-0.448811054,196.6971588,0
